image,label
./Data/All\Fake\000667.jpg,Fake
./Data/All\Fake\000668.jpg,Fake
./Data/All\Fake\000669.jpg,Fake
./Data/All\Fake\000670.jpg,Fake
./Data/All\Fake\000671.jpg,Fake
./Data/All\Fake\000672.jpg,Fake
./Data/All\Fake\000673.jpg,Fake
./Data/All\Fake\000674.jpg,Fake
./Data/All\Fake\000675.jpg,Fake
./Data/All\Fake\000676.jpg,Fake
./Data/All\Fake\000677.jpg,Fake
./Data/All\Fake\000678.jpg,Fake
./Data/All\Fake\000679.jpg,Fake
./Data/All\Fake\000680.jpg,Fake
./Data/All\Fake\000681.jpg,Fake
./Data/All\Fake\000682.jpg,Fake
./Data/All\Fake\000683.jpg,Fake
./Data/All\Fake\000684.jpg,Fake
./Data/All\Fake\000685.jpg,Fake
./Data/All\Fake\000686.jpg,Fake
./Data/All\Fake\000687.jpg,Fake
./Data/All\Fake\000688.jpg,Fake
./Data/All\Fake\000689.jpg,Fake
./Data/All\Fake\000690.jpg,Fake
./Data/All\Fake\000691.jpg,Fake
./Data/All\Fake\000692.jpg,Fake
./Data/All\Fake\000693.jpg,Fake
./Data/All\Fake\000694.jpg,Fake
./Data/All\Fake\000695.jpg,Fake
./Data/All\Fake\000696.jpg,Fake
./Data/All\Fake\000697.jpg,Fake
./Data/All\Fake\000698.jpg,Fake
./Data/All\Fake\000699.jpg,Fake
./Data/All\Fake\000700.jpg,Fake
./Data/All\Fake\000701.jpg,Fake
./Data/All\Fake\000702.jpg,Fake
./Data/All\Fake\000703.jpg,Fake
./Data/All\Fake\000704.jpg,Fake
./Data/All\Fake\000705.jpg,Fake
./Data/All\Fake\000706.jpg,Fake
./Data/All\Fake\000707.jpg,Fake
./Data/All\Fake\000708.jpg,Fake
./Data/All\Fake\000709.jpg,Fake
./Data/All\Fake\000710.jpg,Fake
./Data/All\Fake\000711.jpg,Fake
./Data/All\Fake\000712.jpg,Fake
./Data/All\Fake\000713.jpg,Fake
./Data/All\Fake\000714.jpg,Fake
./Data/All\Fake\000715.jpg,Fake
./Data/All\Fake\000716.jpg,Fake
./Data/All\Fake\000717.jpg,Fake
./Data/All\Fake\000718.jpg,Fake
./Data/All\Fake\000719.jpg,Fake
./Data/All\Fake\000720.jpg,Fake
./Data/All\Fake\000721.jpg,Fake
./Data/All\Fake\000722.jpg,Fake
./Data/All\Fake\000723.jpg,Fake
./Data/All\Fake\000724.jpg,Fake
./Data/All\Fake\000725.jpg,Fake
./Data/All\Fake\000726.jpg,Fake
./Data/All\Fake\000727.jpg,Fake
./Data/All\Fake\000728.jpg,Fake
./Data/All\Fake\000729.jpg,Fake
./Data/All\Fake\000730.jpg,Fake
./Data/All\Fake\000731.jpg,Fake
./Data/All\Fake\000732.jpg,Fake
./Data/All\Fake\000733.jpg,Fake
./Data/All\Fake\000734.jpg,Fake
./Data/All\Fake\000735.jpg,Fake
./Data/All\Fake\000736.jpg,Fake
./Data/All\Fake\000737.jpg,Fake
./Data/All\Fake\000738.jpg,Fake
./Data/All\Fake\000739.jpg,Fake
./Data/All\Fake\000740.jpg,Fake
./Data/All\Fake\000741.jpg,Fake
./Data/All\Fake\000742.jpg,Fake
./Data/All\Fake\000743.jpg,Fake
./Data/All\Fake\000744.jpg,Fake
./Data/All\Fake\000745.jpg,Fake
./Data/All\Fake\000746.jpg,Fake
./Data/All\Fake\000747.jpg,Fake
./Data/All\Fake\000748.jpg,Fake
./Data/All\Fake\000749.jpg,Fake
./Data/All\Fake\000750.jpg,Fake
./Data/All\Fake\000751.jpg,Fake
./Data/All\Fake\000752.jpg,Fake
./Data/All\Fake\000753.jpg,Fake
./Data/All\Fake\000754.jpg,Fake
./Data/All\Fake\000755.jpg,Fake
./Data/All\Fake\000756.jpg,Fake
./Data/All\Fake\000757.jpg,Fake
./Data/All\Fake\000758.jpg,Fake
./Data/All\Fake\000759.jpg,Fake
./Data/All\Fake\000760.jpg,Fake
./Data/All\Fake\000761.jpg,Fake
./Data/All\Fake\000762.jpg,Fake
./Data/All\Fake\000763.jpg,Fake
./Data/All\Fake\000764.jpg,Fake
./Data/All\Fake\000765.jpg,Fake
./Data/All\Fake\000766.jpg,Fake
./Data/All\Fake\000767.jpg,Fake
./Data/All\Fake\000768.jpg,Fake
./Data/All\Fake\000769.jpg,Fake
./Data/All\Fake\000770.jpg,Fake
./Data/All\Fake\000771.jpg,Fake
./Data/All\Fake\000772.jpg,Fake
./Data/All\Fake\000773.jpg,Fake
./Data/All\Fake\000774.jpg,Fake
./Data/All\Fake\000775.jpg,Fake
./Data/All\Fake\000776.jpg,Fake
./Data/All\Fake\000777.jpg,Fake
./Data/All\Fake\000778.jpg,Fake
./Data/All\Fake\000779.jpg,Fake
./Data/All\Fake\000780.jpg,Fake
./Data/All\Fake\000781.jpg,Fake
./Data/All\Fake\000782.jpg,Fake
./Data/All\Fake\000783.jpg,Fake
./Data/All\Fake\000784.jpg,Fake
./Data/All\Fake\000785.jpg,Fake
./Data/All\Fake\000786.jpg,Fake
./Data/All\Fake\000787.jpg,Fake
./Data/All\Fake\000788.jpg,Fake
./Data/All\Fake\000789.jpg,Fake
./Data/All\Fake\000790.jpg,Fake
./Data/All\Fake\000791.jpg,Fake
./Data/All\Fake\000792.jpg,Fake
./Data/All\Fake\000793.jpg,Fake
./Data/All\Fake\000794.jpg,Fake
./Data/All\Fake\000795.jpg,Fake
./Data/All\Fake\000796.jpg,Fake
./Data/All\Fake\000797.jpg,Fake
./Data/All\Fake\000798.jpg,Fake
./Data/All\Fake\000799.jpg,Fake
./Data/All\Fake\000800.jpg,Fake
./Data/All\Fake\000801.jpg,Fake
./Data/All\Fake\000802.jpg,Fake
./Data/All\Fake\000803.jpg,Fake
./Data/All\Fake\000804.jpg,Fake
./Data/All\Fake\000805.jpg,Fake
./Data/All\Fake\000806.jpg,Fake
./Data/All\Fake\000807.jpg,Fake
./Data/All\Fake\000808.jpg,Fake
./Data/All\Fake\000809.jpg,Fake
./Data/All\Fake\000810.jpg,Fake
./Data/All\Fake\000811.jpg,Fake
./Data/All\Fake\000812.jpg,Fake
./Data/All\Fake\000813.jpg,Fake
./Data/All\Fake\000814.jpg,Fake
./Data/All\Fake\000815.jpg,Fake
./Data/All\Fake\000816.jpg,Fake
./Data/All\Fake\000817.jpg,Fake
./Data/All\Fake\000818.jpg,Fake
./Data/All\Fake\000819.jpg,Fake
./Data/All\Fake\000820.jpg,Fake
./Data/All\Fake\000821.jpg,Fake
./Data/All\Fake\000822.jpg,Fake
./Data/All\Fake\000823.jpg,Fake
./Data/All\Fake\000824.jpg,Fake
./Data/All\Fake\000825.jpg,Fake
./Data/All\Fake\000826.jpg,Fake
./Data/All\Fake\000827.jpg,Fake
./Data/All\Fake\000828.jpg,Fake
./Data/All\Fake\000829.jpg,Fake
./Data/All\Fake\000830.jpg,Fake
./Data/All\Fake\000831.jpg,Fake
./Data/All\Fake\000832.jpg,Fake
./Data/All\Fake\000833.jpg,Fake
./Data/All\Fake\000834.jpg,Fake
./Data/All\Fake\000835.jpg,Fake
./Data/All\Fake\000836.jpg,Fake
./Data/All\Fake\000837.jpg,Fake
./Data/All\Fake\000838.jpg,Fake
./Data/All\Fake\000839.jpg,Fake
./Data/All\Fake\000840.jpg,Fake
./Data/All\Fake\000841.jpg,Fake
./Data/All\Fake\000842.jpg,Fake
./Data/All\Fake\000843.jpg,Fake
./Data/All\Fake\000844.jpg,Fake
./Data/All\Fake\000845.jpg,Fake
./Data/All\Fake\000846.jpg,Fake
./Data/All\Fake\000847.jpg,Fake
./Data/All\Fake\000848.jpg,Fake
./Data/All\Fake\000849.jpg,Fake
./Data/All\Fake\000850.jpg,Fake
./Data/All\Fake\000851.jpg,Fake
./Data/All\Fake\000852.jpg,Fake
./Data/All\Fake\000853.jpg,Fake
./Data/All\Fake\000854.jpg,Fake
./Data/All\Fake\000855.jpg,Fake
./Data/All\Fake\000856.jpg,Fake
./Data/All\Fake\000857.jpg,Fake
./Data/All\Fake\000858.jpg,Fake
./Data/All\Fake\000859.jpg,Fake
./Data/All\Fake\000860.jpg,Fake
./Data/All\Fake\000861.jpg,Fake
./Data/All\Fake\000862.jpg,Fake
./Data/All\Fake\000863.jpg,Fake
./Data/All\Fake\000864.jpg,Fake
./Data/All\Fake\000865.jpg,Fake
./Data/All\Fake\000866.jpg,Fake
./Data/All\Fake\000867.jpg,Fake
./Data/All\Fake\000868.jpg,Fake
./Data/All\Fake\000869.jpg,Fake
./Data/All\Fake\000870.jpg,Fake
./Data/All\Fake\000871.jpg,Fake
./Data/All\Fake\000872.jpg,Fake
./Data/All\Fake\000873.jpg,Fake
./Data/All\Fake\000874.jpg,Fake
./Data/All\Fake\000875.jpg,Fake
./Data/All\Fake\000876.jpg,Fake
./Data/All\Fake\000877.jpg,Fake
./Data/All\Fake\000878.jpg,Fake
./Data/All\Fake\000879.jpg,Fake
./Data/All\Fake\000880.jpg,Fake
./Data/All\Fake\000881.jpg,Fake
./Data/All\Fake\000882.jpg,Fake
./Data/All\Fake\000883.jpg,Fake
./Data/All\Fake\000884.jpg,Fake
./Data/All\Fake\000885.jpg,Fake
./Data/All\Fake\000886.jpg,Fake
./Data/All\Fake\000887.jpg,Fake
./Data/All\Fake\000888.jpg,Fake
./Data/All\Fake\000889.jpg,Fake
./Data/All\Fake\000890.jpg,Fake
./Data/All\Fake\000891.jpg,Fake
./Data/All\Fake\000892.jpg,Fake
./Data/All\Fake\000893.jpg,Fake
./Data/All\Fake\000894.jpg,Fake
./Data/All\Fake\000895.jpg,Fake
./Data/All\Fake\000896.jpg,Fake
./Data/All\Fake\000897.jpg,Fake
./Data/All\Fake\000898.jpg,Fake
./Data/All\Fake\000899.jpg,Fake
./Data/All\Fake\000900.jpg,Fake
./Data/All\Fake\000901.jpg,Fake
./Data/All\Fake\000902.jpg,Fake
./Data/All\Fake\000903.jpg,Fake
./Data/All\Fake\000904.jpg,Fake
./Data/All\Fake\000905.jpg,Fake
./Data/All\Fake\000906.jpg,Fake
./Data/All\Fake\000907.jpg,Fake
./Data/All\Fake\000908.jpg,Fake
./Data/All\Fake\000909.jpg,Fake
./Data/All\Fake\000910.jpg,Fake
./Data/All\Fake\000911.jpg,Fake
./Data/All\Fake\000912.jpg,Fake
./Data/All\Fake\000913.jpg,Fake
./Data/All\Fake\000914.jpg,Fake
./Data/All\Fake\000915.jpg,Fake
./Data/All\Fake\000916.jpg,Fake
./Data/All\Fake\000917.jpg,Fake
./Data/All\Fake\000918.jpg,Fake
./Data/All\Fake\000919.jpg,Fake
./Data/All\Fake\000920.jpg,Fake
./Data/All\Fake\000921.jpg,Fake
./Data/All\Fake\000922.jpg,Fake
./Data/All\Fake\000923.jpg,Fake
./Data/All\Fake\000924.jpg,Fake
./Data/All\Fake\000925.jpg,Fake
./Data/All\Fake\000926.jpg,Fake
./Data/All\Fake\000927.jpg,Fake
./Data/All\Fake\000928.jpg,Fake
./Data/All\Fake\000929.jpg,Fake
./Data/All\Fake\000930.jpg,Fake
./Data/All\Fake\000931.jpg,Fake
./Data/All\Fake\000932.jpg,Fake
./Data/All\Fake\000933.jpg,Fake
./Data/All\Fake\000934.jpg,Fake
./Data/All\Fake\000935.jpg,Fake
./Data/All\Fake\000936.jpg,Fake
./Data/All\Fake\000937.jpg,Fake
./Data/All\Fake\000938.jpg,Fake
./Data/All\Fake\000939.jpg,Fake
./Data/All\Fake\000940.jpg,Fake
./Data/All\Fake\000941.jpg,Fake
./Data/All\Fake\000942.jpg,Fake
./Data/All\Fake\000943.jpg,Fake
./Data/All\Fake\000944.jpg,Fake
./Data/All\Fake\000945.jpg,Fake
./Data/All\Fake\000946.jpg,Fake
./Data/All\Fake\000947.jpg,Fake
./Data/All\Fake\000948.jpg,Fake
./Data/All\Fake\000949.jpg,Fake
./Data/All\Fake\000950.jpg,Fake
./Data/All\Fake\000951.jpg,Fake
./Data/All\Fake\000952.jpg,Fake
./Data/All\Fake\000953.jpg,Fake
./Data/All\Fake\000954.jpg,Fake
./Data/All\Fake\000955.jpg,Fake
./Data/All\Fake\000956.jpg,Fake
./Data/All\Fake\000957.jpg,Fake
./Data/All\Fake\000958.jpg,Fake
./Data/All\Fake\000959.jpg,Fake
./Data/All\Fake\000960.jpg,Fake
./Data/All\Fake\000961.jpg,Fake
./Data/All\Fake\000962.jpg,Fake
./Data/All\Fake\000963.jpg,Fake
./Data/All\Fake\000964.jpg,Fake
./Data/All\Fake\000965.jpg,Fake
./Data/All\Fake\000966.jpg,Fake
./Data/All\Fake\000967.jpg,Fake
./Data/All\Fake\000968.jpg,Fake
./Data/All\Fake\000969.jpg,Fake
./Data/All\Fake\000970.jpg,Fake
./Data/All\Fake\000971.jpg,Fake
./Data/All\Fake\000972.jpg,Fake
./Data/All\Fake\000973.jpg,Fake
./Data/All\Fake\000974.jpg,Fake
./Data/All\Fake\000975.jpg,Fake
./Data/All\Fake\000976.jpg,Fake
./Data/All\Fake\000977.jpg,Fake
./Data/All\Fake\000978.jpg,Fake
./Data/All\Fake\000979.jpg,Fake
./Data/All\Fake\000980.jpg,Fake
./Data/All\Fake\000981.jpg,Fake
./Data/All\Fake\000982.jpg,Fake
./Data/All\Fake\000983.jpg,Fake
./Data/All\Fake\000984.jpg,Fake
./Data/All\Fake\000985.jpg,Fake
./Data/All\Fake\000986.jpg,Fake
./Data/All\Fake\000987.jpg,Fake
./Data/All\Fake\000988.jpg,Fake
./Data/All\Fake\000989.jpg,Fake
./Data/All\Fake\000990.jpg,Fake
./Data/All\Fake\000991.jpg,Fake
./Data/All\Fake\000992.jpg,Fake
./Data/All\Fake\000993.jpg,Fake
./Data/All\Fake\000994.jpg,Fake
./Data/All\Fake\000995.jpg,Fake
./Data/All\Fake\000996.jpg,Fake
./Data/All\Fake\000997.jpg,Fake
./Data/All\Fake\000998.jpg,Fake
./Data/All\Fake\000999.jpg,Fake
./Data/All\Fake\001000.jpg,Fake
./Data/All\Fake\001001.jpg,Fake
./Data/All\Fake\001002.jpg,Fake
./Data/All\Fake\001003.jpg,Fake
./Data/All\Fake\001004.jpg,Fake
./Data/All\Fake\001005.jpg,Fake
./Data/All\Fake\001006.jpg,Fake
./Data/All\Fake\001007.jpg,Fake
./Data/All\Fake\001008.jpg,Fake
./Data/All\Fake\001009.jpg,Fake
./Data/All\Fake\001010.jpg,Fake
./Data/All\Fake\001011.jpg,Fake
./Data/All\Fake\001012.jpg,Fake
./Data/All\Fake\001013.jpg,Fake
./Data/All\Fake\001014.jpg,Fake
./Data/All\Fake\001015.jpg,Fake
./Data/All\Fake\001016.jpg,Fake
./Data/All\Fake\001017.jpg,Fake
./Data/All\Fake\001018.jpg,Fake
./Data/All\Fake\001019.jpg,Fake
./Data/All\Fake\001020.jpg,Fake
./Data/All\Fake\001021.jpg,Fake
./Data/All\Fake\001022.jpg,Fake
./Data/All\Fake\001023.jpg,Fake
./Data/All\Fake\001024.jpg,Fake
./Data/All\Fake\001025.jpg,Fake
./Data/All\Fake\001026.jpg,Fake
./Data/All\Fake\001027.jpg,Fake
./Data/All\Fake\001028.jpg,Fake
./Data/All\Fake\001029.jpg,Fake
./Data/All\Fake\001030.jpg,Fake
./Data/All\Fake\001031.jpg,Fake
./Data/All\Fake\001032.jpg,Fake
./Data/All\Fake\001033.jpg,Fake
./Data/All\Fake\001034.jpg,Fake
./Data/All\Fake\001035.jpg,Fake
./Data/All\Fake\001036.jpg,Fake
./Data/All\Fake\001037.jpg,Fake
./Data/All\Fake\001038.jpg,Fake
./Data/All\Fake\001039.jpg,Fake
./Data/All\Fake\001040.jpg,Fake
./Data/All\Fake\001041.jpg,Fake
./Data/All\Fake\001042.jpg,Fake
./Data/All\Fake\001043.jpg,Fake
./Data/All\Fake\001044.jpg,Fake
./Data/All\Fake\001045.jpg,Fake
./Data/All\Fake\001046.jpg,Fake
./Data/All\Fake\001047.jpg,Fake
./Data/All\Fake\001048.jpg,Fake
./Data/All\Fake\001049.jpg,Fake
./Data/All\Fake\001050.jpg,Fake
./Data/All\Fake\001051.jpg,Fake
./Data/All\Fake\001052.jpg,Fake
./Data/All\Fake\001053.jpg,Fake
./Data/All\Fake\001054.jpg,Fake
./Data/All\Fake\001055.jpg,Fake
./Data/All\Fake\001056.jpg,Fake
./Data/All\Fake\001057.jpg,Fake
./Data/All\Fake\001058.jpg,Fake
./Data/All\Fake\001059.jpg,Fake
./Data/All\Fake\001060.jpg,Fake
./Data/All\Fake\001061.jpg,Fake
./Data/All\Fake\001062.jpg,Fake
./Data/All\Fake\001063.jpg,Fake
./Data/All\Fake\001064.jpg,Fake
./Data/All\Fake\001065.jpg,Fake
./Data/All\Fake\001066.jpg,Fake
./Data/All\Fake\001067.jpg,Fake
./Data/All\Fake\001068.jpg,Fake
./Data/All\Fake\001069.jpg,Fake
./Data/All\Fake\001070.jpg,Fake
./Data/All\Fake\001071.jpg,Fake
./Data/All\Fake\001072.jpg,Fake
./Data/All\Fake\001073.jpg,Fake
./Data/All\Fake\001074.jpg,Fake
./Data/All\Fake\001075.jpg,Fake
./Data/All\Fake\001076.jpg,Fake
./Data/All\Fake\001077.jpg,Fake
./Data/All\Fake\001078.jpg,Fake
./Data/All\Fake\001079.jpg,Fake
./Data/All\Fake\001080.jpg,Fake
./Data/All\Fake\001081.jpg,Fake
./Data/All\Fake\001082.jpg,Fake
./Data/All\Fake\001083.jpg,Fake
./Data/All\Fake\001084.jpg,Fake
./Data/All\Fake\001085.jpg,Fake
./Data/All\Fake\001086.jpg,Fake
./Data/All\Fake\001087.jpg,Fake
./Data/All\Fake\001088.jpg,Fake
./Data/All\Fake\001089.jpg,Fake
./Data/All\Fake\001090.jpg,Fake
./Data/All\Fake\001091.jpg,Fake
./Data/All\Fake\001092.jpg,Fake
./Data/All\Fake\001093.jpg,Fake
./Data/All\Fake\001094.jpg,Fake
./Data/All\Fake\001095.jpg,Fake
./Data/All\Fake\001096.jpg,Fake
./Data/All\Fake\001097.jpg,Fake
./Data/All\Fake\001098.jpg,Fake
./Data/All\Fake\001099.jpg,Fake
./Data/All\Fake\001100.jpg,Fake
./Data/All\Fake\001101.jpg,Fake
./Data/All\Fake\001102.jpg,Fake
./Data/All\Fake\001103.jpg,Fake
./Data/All\Fake\001104.jpg,Fake
./Data/All\Fake\001105.jpg,Fake
./Data/All\Fake\001106.jpg,Fake
./Data/All\Fake\001107.jpg,Fake
./Data/All\Fake\001108.jpg,Fake
./Data/All\Fake\001109.jpg,Fake
./Data/All\Fake\001110.jpg,Fake
./Data/All\Fake\001111.jpg,Fake
./Data/All\Fake\001112.jpg,Fake
./Data/All\Fake\001113.jpg,Fake
./Data/All\Fake\001114.jpg,Fake
./Data/All\Fake\001115.jpg,Fake
./Data/All\Fake\001116.jpg,Fake
./Data/All\Fake\001117.jpg,Fake
./Data/All\Fake\001118.jpg,Fake
./Data/All\Fake\001119.jpg,Fake
./Data/All\Fake\001120.jpg,Fake
./Data/All\Fake\001121.jpg,Fake
./Data/All\Fake\001122.jpg,Fake
./Data/All\Fake\001123.jpg,Fake
./Data/All\Fake\001124.jpg,Fake
./Data/All\Fake\001125.jpg,Fake
./Data/All\Fake\001126.jpg,Fake
./Data/All\Fake\001127.jpg,Fake
./Data/All\Fake\001128.jpg,Fake
./Data/All\Fake\001129.jpg,Fake
./Data/All\Fake\001130.jpg,Fake
./Data/All\Fake\001131.jpg,Fake
./Data/All\Fake\001132.jpg,Fake
./Data/All\Fake\001133.jpg,Fake
./Data/All\Fake\001134.jpg,Fake
./Data/All\Fake\001135.jpg,Fake
./Data/All\Fake\001136.jpg,Fake
./Data/All\Fake\001137.jpg,Fake
./Data/All\Fake\001138.jpg,Fake
./Data/All\Fake\001139.jpg,Fake
./Data/All\Fake\001140.jpg,Fake
./Data/All\Fake\001141.jpg,Fake
./Data/All\Fake\001142.jpg,Fake
./Data/All\Fake\001143.jpg,Fake
./Data/All\Fake\001144.jpg,Fake
./Data/All\Fake\001145.jpg,Fake
./Data/All\Fake\001146.jpg,Fake
./Data/All\Fake\001147.jpg,Fake
./Data/All\Fake\001148.jpg,Fake
./Data/All\Fake\001149.jpg,Fake
./Data/All\Fake\001150.jpg,Fake
./Data/All\Fake\001151.jpg,Fake
./Data/All\Fake\001152.jpg,Fake
./Data/All\Fake\001153.jpg,Fake
./Data/All\Fake\001154.jpg,Fake
./Data/All\Fake\001155.jpg,Fake
./Data/All\Fake\001156.jpg,Fake
./Data/All\Fake\001157.jpg,Fake
./Data/All\Fake\001158.jpg,Fake
./Data/All\Fake\001159.jpg,Fake
./Data/All\Fake\001160.jpg,Fake
./Data/All\Fake\001161.jpg,Fake
./Data/All\Fake\001162.jpg,Fake
./Data/All\Fake\001163.jpg,Fake
./Data/All\Fake\001164.jpg,Fake
./Data/All\Fake\001165.jpg,Fake
./Data/All\Fake\001166.jpg,Fake
./Data/All\Fake\001167.jpg,Fake
./Data/All\Fake\001168.jpg,Fake
./Data/All\Fake\001169.jpg,Fake
./Data/All\Fake\001170.jpg,Fake
./Data/All\Fake\001171.jpg,Fake
./Data/All\Fake\001172.jpg,Fake
./Data/All\Fake\001173.jpg,Fake
./Data/All\Fake\001174.jpg,Fake
./Data/All\Fake\001175.jpg,Fake
./Data/All\Fake\001176.jpg,Fake
./Data/All\Fake\001177.jpg,Fake
./Data/All\Fake\001178.jpg,Fake
./Data/All\Fake\001179.jpg,Fake
./Data/All\Fake\001180.jpg,Fake
./Data/All\Fake\001181.jpg,Fake
./Data/All\Fake\001182.jpg,Fake
./Data/All\Fake\001183.jpg,Fake
./Data/All\Fake\001184.jpg,Fake
./Data/All\Fake\001185.jpg,Fake
./Data/All\Fake\001186.jpg,Fake
./Data/All\Fake\001187.jpg,Fake
./Data/All\Fake\001188.jpg,Fake
./Data/All\Fake\001189.jpg,Fake
./Data/All\Fake\001190.jpg,Fake
./Data/All\Fake\001191.jpg,Fake
./Data/All\Fake\001192.jpg,Fake
./Data/All\Fake\001193.jpg,Fake
./Data/All\Fake\001194.jpg,Fake
./Data/All\Fake\001195.jpg,Fake
./Data/All\Fake\001196.jpg,Fake
./Data/All\Fake\001197.jpg,Fake
./Data/All\Fake\001198.jpg,Fake
./Data/All\Fake\001199.jpg,Fake
./Data/All\Fake\001200.jpg,Fake
./Data/All\Fake\001201.jpg,Fake
./Data/All\Fake\001202.jpg,Fake
./Data/All\Fake\001203.jpg,Fake
./Data/All\Fake\001204.jpg,Fake
./Data/All\Fake\001205.jpg,Fake
./Data/All\Fake\001206.jpg,Fake
./Data/All\Fake\001207.jpg,Fake
./Data/All\Fake\001208.jpg,Fake
./Data/All\Fake\001209.jpg,Fake
./Data/All\Fake\001210.jpg,Fake
./Data/All\Fake\001211.jpg,Fake
./Data/All\Fake\001212.jpg,Fake
./Data/All\Fake\001213.jpg,Fake
./Data/All\Fake\001214.jpg,Fake
./Data/All\Fake\001215.jpg,Fake
./Data/All\Fake\001216.jpg,Fake
./Data/All\Fake\001217.jpg,Fake
./Data/All\Fake\001218.jpg,Fake
./Data/All\Fake\001219.jpg,Fake
./Data/All\Fake\001220.jpg,Fake
./Data/All\Fake\001221.jpg,Fake
./Data/All\Fake\001222.jpg,Fake
./Data/All\Fake\001223.jpg,Fake
./Data/All\Fake\001224.jpg,Fake
./Data/All\Fake\001225.jpg,Fake
./Data/All\Fake\001226.jpg,Fake
./Data/All\Fake\001227.jpg,Fake
./Data/All\Fake\001228.jpg,Fake
./Data/All\Fake\001229.jpg,Fake
./Data/All\Fake\001230.jpg,Fake
./Data/All\Fake\001231.jpg,Fake
./Data/All\Fake\001232.jpg,Fake
./Data/All\Fake\001233.jpg,Fake
./Data/All\Fake\001234.jpg,Fake
./Data/All\Fake\001235.jpg,Fake
./Data/All\Fake\001236.jpg,Fake
./Data/All\Fake\001237.jpg,Fake
./Data/All\Fake\001238.jpg,Fake
./Data/All\Fake\001239.jpg,Fake
./Data/All\Fake\001240.jpg,Fake
./Data/All\Fake\001241.jpg,Fake
./Data/All\Fake\001242.jpg,Fake
./Data/All\Fake\001243.jpg,Fake
./Data/All\Fake\001244.jpg,Fake
./Data/All\Fake\001245.jpg,Fake
./Data/All\Fake\001246.jpg,Fake
./Data/All\Fake\001247.jpg,Fake
./Data/All\Fake\001248.jpg,Fake
./Data/All\Fake\001249.jpg,Fake
./Data/All\Fake\001250.jpg,Fake
./Data/All\Fake\001251.jpg,Fake
./Data/All\Fake\001252.jpg,Fake
./Data/All\Fake\001253.jpg,Fake
./Data/All\Fake\001254.jpg,Fake
./Data/All\Fake\001255.jpg,Fake
./Data/All\Fake\001256.jpg,Fake
./Data/All\Fake\001257.jpg,Fake
./Data/All\Fake\001258.jpg,Fake
./Data/All\Fake\001259.jpg,Fake
./Data/All\Fake\001260.jpg,Fake
./Data/All\Fake\001261.jpg,Fake
./Data/All\Fake\001262.jpg,Fake
./Data/All\Fake\001263.jpg,Fake
./Data/All\Fake\001264.jpg,Fake
./Data/All\Fake\001265.jpg,Fake
./Data/All\Fake\001266.jpg,Fake
./Data/All\Fake\001267.jpg,Fake
./Data/All\Fake\001268.jpg,Fake
./Data/All\Fake\001269.jpg,Fake
./Data/All\Fake\001270.jpg,Fake
./Data/All\Fake\001271.jpg,Fake
./Data/All\Fake\001272.jpg,Fake
./Data/All\Fake\001273.jpg,Fake
./Data/All\Fake\001274.jpg,Fake
./Data/All\Fake\001275.jpg,Fake
./Data/All\Fake\001276.jpg,Fake
./Data/All\Fake\001277.jpg,Fake
./Data/All\Fake\001278.jpg,Fake
./Data/All\Fake\001279.jpg,Fake
./Data/All\Fake\001280.jpg,Fake
./Data/All\Fake\001281.jpg,Fake
./Data/All\Fake\001282.jpg,Fake
./Data/All\Fake\001283.jpg,Fake
./Data/All\Fake\001284.jpg,Fake
./Data/All\Fake\001285.jpg,Fake
./Data/All\Fake\001286.jpg,Fake
./Data/All\Fake\001287.jpg,Fake
./Data/All\Fake\001288.jpg,Fake
./Data/All\Fake\001289.jpg,Fake
./Data/All\Fake\001290.jpg,Fake
./Data/All\Fake\001291.jpg,Fake
./Data/All\Fake\001292.jpg,Fake
./Data/All\Fake\001293.jpg,Fake
./Data/All\Fake\001294.jpg,Fake
./Data/All\Fake\001295.jpg,Fake
./Data/All\Fake\001296.jpg,Fake
./Data/All\Fake\001297.jpg,Fake
./Data/All\Fake\001298.jpg,Fake
./Data/All\Fake\001299.jpg,Fake
./Data/All\Fake\001300.jpg,Fake
./Data/All\Fake\001301.jpg,Fake
./Data/All\Fake\001302.jpg,Fake
./Data/All\Fake\001303.jpg,Fake
./Data/All\Fake\001304.jpg,Fake
./Data/All\Fake\001305.jpg,Fake
./Data/All\Fake\001306.jpg,Fake
./Data/All\Fake\001307.jpg,Fake
./Data/All\Fake\001308.jpg,Fake
./Data/All\Fake\001309.jpg,Fake
./Data/All\Fake\001310.jpg,Fake
./Data/All\Fake\001311.jpg,Fake
./Data/All\Fake\001312.jpg,Fake
./Data/All\Fake\001313.jpg,Fake
./Data/All\Fake\001314.jpg,Fake
./Data/All\Fake\001315.jpg,Fake
./Data/All\Fake\001316.jpg,Fake
./Data/All\Fake\001317.jpg,Fake
./Data/All\Fake\001318.jpg,Fake
./Data/All\Fake\001319.jpg,Fake
./Data/All\Fake\001320.jpg,Fake
./Data/All\Fake\001321.jpg,Fake
./Data/All\Fake\001322.jpg,Fake
./Data/All\Fake\001323.jpg,Fake
./Data/All\Fake\001324.jpg,Fake
./Data/All\Fake\001325.jpg,Fake
./Data/All\Fake\001326.jpg,Fake
./Data/All\Fake\001327.jpg,Fake
./Data/All\Fake\001328.jpg,Fake
./Data/All\Fake\001329.jpg,Fake
./Data/All\Fake\001330.jpg,Fake
./Data/All\Fake\001331.jpg,Fake
./Data/All\Fake\001332.jpg,Fake
